ISIN,NSE_SYMBOL,BSE_CODE,NAME,INDUSTRY GROUP,INDUSTRY
INE104Y01012,MANAV,nan,Manav Infra,Construction,Civil Construction
INE694A01020,UNITECH,nan,Unitech,Realty,"Residential, Commercial Projects"
INE871L01013,TVVISION,nan,TV Vision,Entertainment,TV Broadcasting & Software Production
INE975G01012,IL&FSTRANS,nan,IL&FS Transport,Construction,Civil Construction
INE210A01017,WILLAMAGOR,nan,Williamson Magor,Finance,Investment Company
INE0O4R01018,KDL,nan,Kore Digital,Telecom - Services,Telecom - Infrastructure
INE782L01012,SANCO,nan,Sanco Industries,Industrial Products,Plastic Products - Industrial
INE540A01017,GLFL,nan,Guj. Lease Fin.,Finance,Other Financial Services
INE221H01019,GTLINFRA,nan,GTL Infra.,Telecom - Services,Telecom - Infrastructure
INE781B01015,NOIDATOLL,nan,Noida Tollbridg.,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
INE517B01013,TTML,nan,Tata Tele. Mah.,Telecom - Services,Telecom - Cellular & Fixed line services
INE336H01023,GAYAPROJ,nan,Gayatri Projects,Construction,Civil Construction
INE236A01020,HCL-INSYS,nan,HCL Infosystems,IT - Hardware,Computers Hardware & Equipments
INE122M01019,ESSARSHPNG,nan,Essar Shipping,Transport Services,Shipping
INE965H01011,SITINET,nan,Siti Networks,Entertainment,TV Broadcasting & Software Production
INE784B01035,WINSOME,nan,Winsome Yarns,Textiles & Apparels,Other Textile Products
INE0N6D01014,MOXSH,nan,Moxsh Overseas,Other Consumer Services,Education
INE376Y01016,MILTON,nan,Milton Industri.,Consumer Durables,Plywood Boards/ Laminates
INE0SAK01011,BLUEPEBBLE,nan,Blue Pebble,Other Consumer Services,Other Consumer Services
INE776I01010,MEP,nan,MEP Infrast.,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
INE123W01016,SBILIFE,nan,SBI Life Insuran,Insurance,Life Insurance
INE318D01020,ZENITHSTL,nan,Zenith Steel,Industrial Products,Iron & Steel Products
INE657B01025,BLUECHIP,nan,Blue Chip India,Finance,Investment Company
INE043A01012,GTL,nan,GTL,Telecom - Services,Other Telecom Services
INE968D01022,ARSHIYA,nan,Arshiya,Transport Services,Logistics Solution Provider
INE0DZ101013,SABAR,nan,Sabar Flex India,Industrial Products,Packaging
INE286H01012,VISASTEEL,nan,Visa Steel,Ferrous Metals,Ferro & Silica Manganese
INE875R01011,BALKRISHNA,nan,Balkrishna Paper,"Paper, Forest & Jute Products",Paper & Paper Products
INE0J1Y01017,LICI,nan,Life Insurance,Insurance,Life Insurance
INE1SPP01016,KSR,nan,KSR Footwear,Commercial Services & Supplies,Trading & Distributors
INE0PRF01011,UNIHEALTH,nan,Unihealth Hosp,Healthcare Services,Hospital
INE989C01038,DIACABS,nan,Diamond Power,Electrical Equipment,Other Electrical Equipment
INE02CV01017,DRSDILIP,nan,DRS Dilip Road,Transport Services,Logistics Solution Provider
INE00WS01056,GSTL,nan,Globesecure Tech,IT - Services,IT Enabled Services
INE349X01015,JALAN,nan,Jalan Transol.,Transport Services,Logistics Solution Provider
INE1SY401010,RAYMONDREL,nan,Raymond Realty,Realty,"Residential, Commercial Projects"
INE623B01027,FEL,nan,Future Enterp.,Retailing,Diversified Retail
INE956O01016,LENSKART,nan,Lenskart Solut.,Retailing,Speciality Retail
INE324D01010,LGEINDIA,nan,LG Electronics,Consumer Durables,Household Appliances
INE472B01011,BLUECOAST,nan,Blu.Coast Hotel.,Leisure Services,Hotels & Resorts
IN9623B01058,FELDVR,nan,Future Ent. DVR,Retailing,Diversified Retail
INE14LE01019,ABLBL,nan,A B Lifestyle,Retailing,Speciality Retail
INE1VXE01018,STLNETWORK,nan,STL Networks,Telecom - Services,Other Telecom Services
INE976I01016,TATACAP,nan,Tata Capital,Finance,Non Banking Financial Company (NBFC)
INE319Z01021,SUPREMEENG,nan,Supreme Engg.,Industrial Products,Iron & Steel Products
INE0U4701011,DIGITIDE,nan,Digitide Solutio,IT - Services,IT Enabled Services
INE01TY01017,CANHLIFE,nan,Canara HSBC,Insurance,Life Insurance
INE761Y01019,ZODIAC,nan,Zodiac Energy,Construction,Civil Construction
INE610B01024,GUJRAFFIA,nan,Guj. Raffia Inds,Industrial Products,Packaging
INE0HOQ01053,GROWW,nan,Billionbrains,Capital Markets,Stockbroking & Allied
INE0OFM01015,DSFCL,nan,DCM Shriram Fine Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE635A01023,SHYAMTEL,nan,Shyam Telecom,Commercial Services & Supplies,Trading & Distributors
INE014B01011,TECILCHEM,nan,TECIL Chemical,Chemicals & Petrochemicals,Commodity Chemicals
INE342A01018,PREMIER,nan,Premier,Industrial Manufacturing,Industrial Products
INE03KJ01013,SHIGAN,nan,Shigan Quantum,Auto Components,Auto Components & Equipments
INE0PT501018,PLATIND,nan,Platinum Industr,Chemicals & Petrochemicals,Specialty Chemicals
INE0XAD01024,MIDWESTLTD,nan,Midwest,Consumer Durables,Granites & Marbles
INE2J8701016,SKFINDUS,nan,SKF India Indus.,Industrial Products,Abrasives & Bearings
INE506V01022,RUBICON,nan,Rubicon Research,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE00Q601028,STUDDS,nan,Studds Accessor.,Auto Components,Auto Components & Equipments
INE085001019,WEWORK,nan,Wework India,Commercial Services & Supplies,Diversified Commercial Services
INE025R01021,ARTEMISMED,nan,Artemis Medicare,Healthcare Services,Hospital
INE891B01012,DCMFINSERV,nan,DCM Financial,Finance,Investment Company
INE141D01018,TNTELE,nan,T N Telecom.,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
INE218I01013,CRAMC,nan,Canara Robeco,Capital Markets,Asset Management Company
INE16NZ01023,ORKLAINDIA,nan,Orkla India,Food Products,Other Food Products
INE236E01022,ELLEN,nan,Ellen.Indl.Gas,Chemicals & Petrochemicals,Industrial Gases
INE887D01016,TCC,nan,TCC Concept,Commercial Services & Supplies,Trading & Distributors
INE0U4101014,BLUSPRING,nan,Bluspring Enter.,Commercial Services & Supplies,Diversified Commercial Services
INE750R01016,AARNAV,nan,Aarnav Fashions,Textiles & Apparels,Trading - Textile Products
INE655A01013,STCINDIA,nan,S T C,Commercial Services & Supplies,Trading & Distributors
INE849L01019,ORTEL,nan,Ortel Commu.,Entertainment,TV Broadcasting & Software Production
INE0RYR01018,SUBAHOTELS,nan,Suba Hotels,Leisure Services,Hotels & Resorts
INE0VG001016,AMCL,nan,ANB Metal,Industrial Products,"Aluminium, Copper & Zinc Products"
INE0SHE01019,THESL,nan,Thinking Hats,Other Consumer Services,Other Consumer Services
INE632Q01018,MRIL,nan,Mahendra Realtor,Construction,Civil Construction
INE17CQ01015,BAGDIGITAL,nan,B.A.G. Converge.,Entertainment,Digital Entertainment
INE0M1F01011,PREMIUM,nan,Premium Plast,Auto Components,Auto Components & Equipments
INE2HJL01019,DHARARAIL,nan,Dhara Rail Pro.,Commercial Services & Supplies,Diversified Commercial Services
INE691G01015,IMPEXFERRO,nan,Impex Ferro Tech,Ferrous Metals,Ferro & Silica Manganese
INE14DW01018,SATTVAENGG,nan,Sattva Eng.,Other Utilities,Water Supply & Management
INE0X6F01017,SDREAMS,nan,S D Retail,Textiles & Apparels,Garments & Apparels
INE0QR801013,SPPPOLY,nan,SPP Polymer,Industrial Products,Packaging
INE0TVT01024,GANESHIN,nan,Ganesh Infra.,Construction,Civil Construction
INE0YDV01010,ARCIIL,nan,ARC Insulation,Industrial Products,Other Industrial Products
INE0CTB01014,SOCL,nan,Sundrex Oil,Petroleum Products,Lubricants
INE0R0J01010,MACOBSTECH,nan,Macobs Technolo.,Personal Products,Personal Care
INE0VJT01017,PROFX,nan,Pro FX,Consumer Durables,Consumer Electronics
INE0UYG01015,ABHAPOWER,nan,Abha Power,Industrial Products,Castings & Forgings
INE0RQZ01017,ESCONET,nan,Esconet,IT - Hardware,Computers Hardware & Equipments
INE0ZRC01017,BHADORA,nan,Bhadora Indust.,Industrial Products,Cables - Electricals
INE0RVQ01016,MYMUDRA,nan,My Mudra Fin.,Finance,Other Financial Services
INE0L2Y01011,ARHAM,nan,Arham Tech,Consumer Durables,Consumer Electronics
INE10QL01011,READYMIX,nan,Readymix Cons.,Construction,Civil Construction
INE0RFP01011,SSEGL,nan,Sathlokhar Sys.,Construction,Civil Construction
INE14GK01016,SMARTEN,nan,Smarten Power,Electrical Equipment,Other Electrical Equipment
INE0WL801011,AERON,nan,Aeron Composites,Industrial Products,Other Industrial Products
INE0U2M01015,VDEAL,nan,Vdeal System,Electrical Equipment,Other Electrical Equipment
INE241X01014,VOLERCAR,nan,Voler Car,Transport Services,Road Transport
INE0VHU01019,RAJPUTANA,nan,Rajputana Bio.,Chemicals & Petrochemicals,Petrochemicals
INE1CCX01012,GURUNANAK,nan,Gurunanak Agri.,"Agricultural, Commercial & Construction Vehicles",Tractors
INE1FL101016,SHETHJI,nan,Shreeji Global,Agricultural Food & other Products,Other Agricultural Products
INE21UM01018,NEOCHEM,nan,Neochem Bio,Chemicals & Petrochemicals,Specialty Chemicals
INE0S7C01019,DECCANTRAN,nan,Deccan Transcon,Transport Services,Logistics Solution Provider
INE1XWN01017,STRIDERS,nan,Striders Impex,Consumer Durables,Leisure Products
INE0LQG01010,APRAMEYA,nan,Aprameya Enginee,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE0XOW01017,KKJEWELS,nan,Kabra Jewels,Consumer Durables,"Gems, Jewellery And Watches"
INE0U0J01015,YAAP,nan,Yaap Digital,Media,Advertising & Media Agencies
INE0P4T01013,ARVINDPORT,nan,Arvind Port &,Transport Services,Shipping
INE0T8T01010,ACCPL,nan,Accretion Pha.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE0VBS01016,ECOLINE,nan,Ecoline Exim,Industrial Products,Packaging
INE0R0201012,LAMOSAIC,nan,Lamosaic India,Consumer Durables,Plywood Boards/ Laminates
INE0SVY01018,KATARIA,nan,Kataria Indust.,Industrial Manufacturing,Industrial Products
INE0CQA01020,PRIMECAB,nan,Prime Cable Ind.,Industrial Products,Cables - Electricals
INE0P5R01014,PURPLEUTED,nan,Purple United,Textiles & Apparels,Garments & Apparels
INE24OJ01011,BUILDPRO,nan,Shankara Buildpro,Retailing,Speciality Retail
INE1M3T01017,JYOTIGLOBL,nan,Jyoti Global,Industrial Products,Packaging
INE0B2801011,UNILEX,nan,Unilex Colour &C,Chemicals & Petrochemicals,Dyes And Pigments
INE0NON01025,SHKSIL,nan,Shri Hare-Krish.,Ferrous Metals,Sponge Iron
INE0T4V01015,APEXECO,nan,Apex Ecotech,Other Utilities,Water Supply & Management
INE06IJ01010,UTSSAV,nan,Utssav CZ Gold,Consumer Durables,"Gems, Jewellery And Watches"
INE0QNI01012,BOSS,nan,Boss Packaging,Industrial Manufacturing,Industrial Products
INE0OO201011,WOL3D,nan,WOL 3D India,Industrial Products,Other Industrial Products
INE1YNB01019,MOBILISE,nan,Mobilise App,IT - Software,Software Products
INE0KZF01015,QVCEL,nan,QVC Exports,Ferrous Metals,Ferro & Silica Manganese
INE0TD101011,IDENTICAL,nan,Identical Brains,Entertainment,Media & Entertainment
INE1KU201016,AVANA,nan,Avana Electrosystems,Electrical Equipment,Heavy Electrical Equipment
INE0MOT01016,KANDARP,nan,Kandarp Digi,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INE0U2N01013,SUNLITE,nan,Sunlite Recycli.,Industrial Products,"Aluminium, Copper & Zinc Products"
INE0LAA01017,ASHALOG,nan,Ashapura Logi.,Transport Services,Logistics Solution Provider
INE0X3M01010,BLUEWATER,nan,Blue Water,Transport Services,Logistics Solution Provider
INE0SUH01015,ENVIRO,nan,Envirotech Sys.,Industrial Products,Other Industrial Products
INE0PCU01012,RAJINDLTD,nan,Rajputana Indu.,Industrial Products,"Aluminium, Copper & Zinc Products"
INE0JQS01019,TECHERA,nan,Techera Enginee.,Aerospace & Defense,Aerospace & Defense
INE14W901010,RTL,nan,Rama Telecom,Telecom - Services,Telecom - Infrastructure
INE17VO01028,STUDIOLSD,nan,Studio LSD,Entertainment,Media & Entertainment
INE13ZD01013,KAYTEX,nan,Kaytex Fabrics,Textiles & Apparels,Garments & Apparels
INE0P8X01016,AGARWALTUF,nan,Agarwal Toughene,Industrial Products,Glass - Industrial
INE1CW901027,SPEB,nan,SPEB Adhesives,Chemicals & Petrochemicals,Specialty Chemicals
INE0TTG01017,ARUNAYA,nan,Arunaya Organics,Chemicals & Petrochemicals,Dyes And Pigments
INE1ARD01016,SACHEEROME,nan,Sacheerome,Chemicals & Petrochemicals,Specialty Chemicals
INE0FPO01018,PHOGLOBAL,nan,Phoenix Overseas,Commercial Services & Supplies,Trading & Distributors
INE0VRH01015,VGINFOTECH,nan,Virtual Galaxy,IT - Software,Software Products
INE1MTV01019,KRMAYURVED,nan,KRM Ayurveda,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE09A801015,GML,nan,Galaxy Medicare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE0TZX01019,ARMOUR,nan,Armour Security,Commercial Services & Supplies,Diversified Commercial Services
INE1DV401010,MONOLITH,nan,Monolithisch Ind,Industrial Products,Electrodes & Refractories
INE0SYV01018,TROM,nan,Trom Industries,Electrical Equipment,Heavy Electrical Equipment
INE0VJG01014,PRANIK,nan,Pranik Logistics,Transport Services,Logistics Solution Provider
INE1DLF01018,SHIVASHRIT,nan,Shivashrit Foods,Food Products,Other Food Products
INE0PXC01024,ETL,nan,Emkay Tools,Industrial Manufacturing,Industrial Products
INE0PLX01017,GREENLEAF,nan,Greenleaf Envi.,Other Utilities,Waste Management
INE0SI601032,ANYA,nan,Anya Polytech &,Fertilizers & Agrochemicals,Fertilizers
INE0XUS01012,PSRAJ,nan,P S Raj Steels,Industrial Products,Iron & Steel Products
INE0ZTO01018,MAYASHEEL,nan,Mayasheel Vent.,Construction,Civil Construction
INE0SN801015,SILKY,nan,Silky Overseas,Textiles & Apparels,Other Textile Products
INE0Y5H01014,TECHD,nan,TechD Cybersec.,IT - Services,IT Enabled Services
INE0UL701015,SHUBHSHREE,nan,Shubhshree Bio.,Industrial Products,Other Industrial Products
INE1V4601019,SHRIKANHA,nan,Shri Kanha Stain,Industrial Products,Iron & Steel Products
INE12E301017,GCHOTELS,nan,Grand Continent,Leisure Services,Hotels & Resorts
INE15DO01012,KEN,nan,Ken Enter.,Textiles & Apparels,Other Textile Products
INE0RBQ01018,SAHASRA,nan,Sahasra Electro.,Industrial Products,Other Industrial Products
INE0SA001017,RNFI,nan,RNFI Services,Finance,Other Financial Services
INE0YHV01011,OBSCP,nan,OBSC Perfection,Auto Components,Auto Components & Equipments
INE0VTV01012,ANONDITA,nan,Anondita Medi.,Personal Products,Personal Care
INE1AE401014,JAYESH,nan,Jayesh Logistics,Transport Services,Logistics Solution Provider
INE0VCK01011,FLYSBS,nan,FlySBS Aviation,Transport Services,Airline
INE0VZS01015,LAKSHYA,nan,Lakshya Powertec,Construction,Civil Construction
INE17WC01013,TEJASCARGO,nan,Tejas Cargo,Transport Services,Logistics Solution Provider
INE16VK01010,TSC,nan,TSC India,Leisure Services,"Tour, Travel Related Services"
INE0QX901013,RAPIDFLEET,nan,Rapid Fleet,Transport Services,Logistics Solution Provider
INE0XWS01018,TAURIAN,nan,Taurian MPS,Industrial Manufacturing,Industrial Products
INE0TSF01011,AESTHETIK,nan,Aesthetik Engi.,Construction,Civil Construction
INE10VS01016,SAWALIYA,nan,Sawaliya Food,Agricultural Food & other Products,Other Agricultural Products
INE0RHD01013,ETML,nan,Emerald Tyre,Auto Components,Tyres & Rubber Products
INE1KEC01023,EPWINDIA,nan,EPW India,IT - Hardware,Computers Hardware & Equipments
INE0S2W01018,PARAMATRIX,nan,Paramatrix Tech.,IT - Software,Computers - Software & Consulting
INE0VG601013,PELATRO,nan,Pelatro,Media,Web based media and service
INE0YAL01017,PPSL,nan,Picturepost Stu.,Entertainment,"Film Production, Distribution & Exhibition"
INE0TLP01015,WHITEFORCE,nan,Happy Square,Commercial Services & Supplies,Diversified Commercial Services
INE04Q901010,DCCL,nan,Dar Credit & Cap,Finance,Non Banking Financial Company (NBFC)
INE0TO501019,HVAX,nan,HVAX Technolog.,Construction,Civil Construction
INE0WVU01018,ONYX,nan,Onyx Biotec,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE113601012,REXPRO,nan,Rexpro Enter.,Consumer Durables,"Furniture, Home Furnishing"
INE0DHF01018,IPHL,nan,Indian Phosphate,Chemicals & Petrochemicals,Specialty Chemicals
INE1H7V01011,PARTH,nan,Parth Electrical,Electrical Equipment,Other Electrical Equipment
INE0XW001014,BIOPOL,nan,Biopol Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE0N1401016,NEELAM,nan,Neelam Linens,Textiles & Apparels,Other Textile Products
INE0QX401014,BARFLEX,nan,Barflex Polyfilm,Industrial Products,Packaging
INE0YKW01013,FORGEAUTO,nan,Forge Auto,Auto Components,Auto Components & Equipments
INE104101014,NRVANDANA,nan,N R Vandana,Textiles & Apparels,Garments & Apparels
INE11HF01010,EEPL,nan,Eppeltone Ene.,Electrical Equipment,Other Electrical Equipment
INE1GYP01013,AAKAAR,nan,Aakaar Medical,Personal Products,Personal Care
INE0TR001017,VIESL,nan,Vision Infra,Commercial Services & Supplies,Diversified Commercial Services
INE10A501018,MAXVOLT,nan,Maxvolt Energy,Auto Components,Auto Components & Equipments
INE0J1P01015,RICHA,nan,Richa Info,IT - Hardware,Computers Hardware & Equipments
INE191I01012,HDIL,nan,H D I L,Realty,"Residential, Commercial Projects"
INE0XM301010,MMEL,nan,Moving Media,Commercial Services & Supplies,Diversified Commercial Services
INE1K8Y01018,MUNISH,nan,Munish Forge,Industrial Products,Castings & Forgings
INE0S3H01017,POSITRON,nan,Positron Energy,Commercial Services & Supplies,Diversified Commercial Services
INE0S1D01010,INNOMET,nan,Innomet Advanced,Diversified Metals,Diversified Metals
INE0VA601019,HPTL,nan,HP Telecom,Commercial Services & Supplies,Trading & Distributors
INE0UCN01017,SAVY,nan,Savy Infra,Construction,Civil Construction
INE17D601016,SAFEENTP,nan,Safe Enterprises,Consumer Durables,"Furniture, Home Furnishing"
INE0XRN01019,DELTIC,nan,Delta Auto.,Automobiles,2/3 Wheelers
INE124101010,SAMAY,nan,Samay Project,Construction,Civil Construction
INE0TP801012,NMSTEEL,nan,Newmalayalam St.,Industrial Products,Iron & Steel Products
INE19I001020,EXIMROUTES,nan,Exim Routes,"Paper, Forest & Jute Products",Paper & Paper Products
INE00MT01022,SAJHOTELS,nan,Saj Hotels,Leisure Services,Hotels & Resorts
INE1BZN01016,CURIS,nan,Curis Lifescien.,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE17GV01016,PATILAUTOM,nan,Patil Automation,Industrial Manufacturing,Industrial Products
INE1EF801010,CSSL,nan,Clear Secured,Commercial Services & Supplies,Diversified Commercial Services
INE651C01018,LAKPRE,nan,Lak. Prec. Screw,Auto Components,Auto Components & Equipments
INE0RMF01018,OSELDEVICE,nan,OSEL Devices,Healthcare Equipment & Supplies,Medical Equipment & Supplies
INE2KCE01013,KWIL,nan,Kwality Wall's,Food Products,Dairy Products
INE0SQZ01015,FWSTC,nan,Flywings Simula.,Other Consumer Services,Education
INE1CEJ01017,E2ERAIL,nan,E to E Transportation,Construction,Civil Construction
INE0DM401012,SHRIAHIMSA,nan,Shri Ahimsa,Food Products,Other Food Products
INE0U6N01014,SFML,nan,Supreme Facility,Commercial Services & Supplies,Diversified Commercial Services
INE0V0Q01019,ATCENERGY,nan,ATC Energies,Electrical Equipment,Other Electrical Equipment
INE0WL201014,CUDML,nan,Cash UR Drive,Media,Advertising & Media Agencies
INE0R4Z01018,BRACEPORT,nan,Brace Port,Transport Services,Logistics Solution Provider
INE0YU901016,DANISH,nan,Danish Power,Electrical Equipment,Heavy Electrical Equipment
INE15B101011,OPTIVALUE,nan,Optivalue Tek,IT - Services,IT Enabled Services
INE0SMY01017,JAYBEE,nan,Jay Bee Laminati,Industrial Products,Iron & Steel Products
INE0T9I01011,IDEALTECHO,nan,Ideal Technopl.,Industrial Products,Packaging
INE0XIL01012,JAINIK,nan,Jainik Power,Non - Ferrous Metals,Aluminium
INE0U7V01015,C2C,nan,C2C Advanced,Aerospace & Defense,Aerospace & Defense
INE0YJV01017,SHEEL,nan,Sheel Bio.,Commercial Services & Supplies,Diversified Commercial Services
INE1A6Q01010,ASHWINI,nan,Ashwini Contain.,Transport Services,Road Transport
INE0IJF01013,SELLOWRAP,nan,Sellowrap Indus.,Auto Components,Auto Components & Equipments
INE1TY801010,GJL,nan,Grover Jewells,Consumer Durables,"Gems, Jewellery And Watches"
INE11HG01018,CHAMUNDA,nan,Chamunda Ele.,Commercial Services & Supplies,Diversified Commercial Services
INE0U0201016,BALCO,nan,Solve Plastic,Industrial Products,Plastic Products - Industrial
INE749Y01014,PARAMPARA,nan,Parampara Dairy,Industrial Products,Packaging
INE1J6M01010,ACETEC,nan,Acetech E-Commerce,Retailing,E-Retail/ E-Commerce
INE0F8901022,VICTORYEV,nan,Victory Ele.,Automobiles,2/3 Wheelers
INE0X7G01013,MARUSHIKA,nan,Marushika Tech.,IT - Hardware,Computers Hardware & Equipments
INE01YQ01013,AUSL,nan,Aditya Ultra,Industrial Products,Iron & Steel Products
INE448V01019,ALCODIS,nan,Alcokraft Dist.,Beverages,Breweries & Distilleries
INE0QTE01018,GAJANAND,nan,Gajanand Inter.,Textiles & Apparels,Other Textile Products
